93.0,93.0,1026.0,1.0,100.0,sky is clear,26
86.0,86.0,1026.0,1.0,90.0,sky is clear,26
93.0,93.0,1027.0,2.0,100.0,sky is clear,26
93.0,93.0,1028.0,2.0,100.0,sky is clear,26
93.0,93.0,1028.0,3.0,110.0,sky is clear,26
87.0,87.0,1029.0,3.0,110.0,sky is clear,26
81.0,81.0,1030.0,1.0,90.0,sky is clear,26
76.0,76.0,1030.0,0.0,0.0,sky is clear,26
71.0,71.0,1030.0,3.0,260.0,sky is clear,26
71.0,71.0,1030.0,0.0,0.0,sky is clear,26
76.0,76.0,1030.0,0.0,200.0,sky is clear,26
70.0,70.0,1030.0,0.0,0.0,sky is clear,26
76.0,76.0,1030.0,0.0,0.0,sky is clear,27
81.0,81.0,1029.0,0.0,20.0,sky is clear,27
81.0,81.0,1029.0,2.0,80.0,sky is clear,27
81.0,81.0,1029.0,2.0,80.0,sky is clear,27
81.0,81.0,1028.0,4.0,90.0,sky is clear,27
75.0,75.0,1026.0,1.0,70.0,sky is clear,27
75.0,75.0,1026.0,1.0,70.0,sky is clear,27
87.0,87.0,1026.0,3.0,80.0,sky is clear,27
87.0,87.0,1025.0,7.0,80.0,sky is clear,27
87.0,87.0,1025.0,4.0,80.0,sky is clear,27
87.0,87.0,1024.0,4.0,60.0,sky is clear,27
87.0,87.0,1023.0,5.0,60.0,sky is clear,27
87.0,87.0,1022.0,5.0,80.0,sky is clear,27
87.0,87.0,1010.0,4.0,50.0,sky is clear,27
87.0,87.0,1009.0,4.0,60.0,sky is clear,27
93.0,93.0,1022.0,4.0,70.0,sky is clear,27
76.0,76.0,1009.0,6.0,90.0,sky is clear,27
76.0,76.0,1021.0,5.0,90.0,sky is clear,27
71.0,71.0,1010.0,5.0,100.0,sky is clear,27
71.0,71.0,1010.0,5.0,100.0,sky is clear,27
76.0,76.0,1010.0,2.0,100.0,sky is clear,28
81.0,81.0,1019.0,2.0,120.0,sky is clear,28
87.0,87.0,1018.0,2.0,90.0,sky is clear,28
87.0,87.0,1010.0,2.0,90.0,sky is clear,28
87.0,87.0,1016.0,2.0,50.0,sky is clear,28
87.0,87.0,1017.0,2.0,90.0,sky is clear,28
93.0,93.0,1017.0,1.0,110.0,sky is clear,28
93.0,93.0,1012.0,2.0,100.0,sky is clear,28
93.0,93.0,1016.0,1.0,120.0,sky is clear,28
